source_filename,Agreement Name,Agreement Type,Agreement Date,Agreement Date Conformed,Party1 Name,Party1 Role,Party2 Name,Party2 Role,Term,Term Conformed,Renewal Term,Renewal Term Conformed, Recurring Monthly Charges , Nonrecurring Charges ,Connection Services,Professional Services,Equipment,Locations,Contract Type,Agreement_Name,Agreement_Type,Agreement_Date,Agreement_Date_Conformed,Party1_Name,Party1_Role,Party2_Name,Party2_Role,Term_Conformed,Renewal_Term,Renewal_Term_Conformed,Recurring_Monthly_Charges,Nonrecurring_Charges,Connection_Services,Professional_Services,Notes,Amendment,CA_Number,Pilot BTN,descriptive_text,Document Title,Contact Names,Clauses,Provider,Customer,Amendments,Comments,Additional Notes,Changes
19561681743063_Valor-Ten4 Standard MSA 123020.pdf,MASTER SERVICES AGREEMENT,Master Services Agreement,12/31/2020,12/31/2020,"Distributed Computing, Inc. dba Ten4",Provider,"Valor Healthcare, Inc.",Customer,"twelve (12) months (""MSA Term"")",12,,,,,[],[],[],"['1700 Union Avenue, Suite B, Baltimore, MD 21211', 'Wellington Centre, 14643 Dallas Parkway, Suite 100, Dallas TX 75254']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561681743224_Valor-Ten4 SOF WBG 123020.xlsx.pdf,Service Order Form,Order,12/31/2020,12/31/2020,ten4,Provider,"Valor Healthcare, Inc.",Customer,24,24,,," $1,225.00 "," $3,225.00 ","['Wireless Broadband', '5 GB Plan with modem and antenna']",['Pro-Installation'],"['modem', 'antenna']","['300 Brighten Avenue, Suite 110 Rochester, PA 15074', '67800 Mall Ring Road, Unit 215 St. Clairsville, OH 43950', '225 Columbia Mall Drive Bloomsburg, PA 17815', '324 Plaza Road Kingston, NY 12401', '23719 Moulton Parkway Laguna Hills, CA 92653']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561681743237_Valor-Ten4 Standard MSA 123020.pdf,MASTER SERVICES AGREEMENT,Master Services Agreement,12/31/2020,12/31/2020,"Distributed Computing, Inc. dba Ten4",Provider,"Valor Healthcare, Inc.",Customer,"twelve (12) months (""MSA Term"")",12,,,,,[],[],[],"['1700 Union Avenue, Suite B, Baltimore, MD 21211', 'Wellington Centre, 14643 Dallas Parkway, Suite 100, Dallas TX 75254']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561681743224_Valor-Ten4 WBG Addendum 123020.pdf,Wireless Broadband Services Addendum,Addendum,12/31/2020,12/31/2020,"Distributed Computing, Inc. dba Ten4",Provider,"Valor Healthcare, Inc.",Customer,,,month-to-month,1,,,"['Fixed cellular connectivity for backup and/or primary, as needed', 'Cross-carrier data pooling']","['Custom-designed data plan and equipment selection per site', 'Trouble ticketing, returns, usage reporting, analytics']",[],"['Wellington Centre, 14643 Dallas Parkway, Suite 100, Dallas, TX 75254', '1700 Union Avenue, Suite B Baltimore, MD 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561681742556_Valor-Ten4 SOF BillingAgg 123020.xlsx.pdf,Service Order Form,Order,12/31/2020,12/31/2020,ten4,Provider,"Valor Healthcare, Inc.",Customer,12,12,,, $430.00 ,,"['AGG - Flat Rate', 'AGG - POTS Rate']",[],[],"['300 Brighton Avenue Rochester, PA 15074', '2100 Liberty Drive, Suite B Bloomington, IN 47403', '1432 Rumsey Avenue Cody, WY 82414', '225 Columbia Mall Drive Boomsburg, PA 17815', '2223 N. Colorado Blvd Denton, TX 76205', '101 Ridge Street, Suite 2 Glens Falls, NY 12801', '814 US Highway 6265 Harrison, AR 72601', '321 Hazeltine Avenue Jamestown, NY 14701', '101 Frank Sottile Blvd Kingston, NY 12401', '23719 Moulton Parkway Laguna Hills, CA 92653', '5725 S. Transit Road Lockport, NY 14094', '3811 N. Highway 75 Sherman, TX 75090', '95 W. Beau Street, Suite 200 Washington, PA 15301', '1604 N. Main Street, 1st FL Altus, OK 73521', '11 Hilltop Plaza Kittanning, PA 16201', '851 Willow Avenue, Suite 108 Cookeville, TN 38501', '13033 Bel-Red Road, Suite 210 Bellevue, WA 98005', '67800 Mall Ring Road, Unit 215 St. Clairsville, OH 43950', '521 Ontario Avenue Bogalusa, LA 70427', '56 Clarion Plaza, Suite 115 Monroe, PA 16314', '63 Hurley Avenue, Room 124 Kingston, NY 12401', '705 Piney Forest Road Danville, VA 24540', '5426 E Olympic Blvd Commerce, CA 90022', '603 Haifleigh Street Franklin, LA 70538', '1149 W. 190th Street Gardena, CA 90248', '2305 N. Gateway Avenue, Unit 2 Harriman, TN 37854', '1970 E. 3rd Avenue Durango, CO 81301', '6433 W. Park Avenue Houma, LA 70364', '1665 W Main Street Albert Lea, MN 56007', '833 Nashville Highway Columbia, TN 38401', '1111 Shakopee Town Square Shakopee MN 55379']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561682454280_K34841-00_7039_USSA_Master_SOF-Ts&Cs+Pricing.pdf,U.S. Services Agreement,Master Service Agreement,4/25/2023,4/25/2023,Verizon Business Network Services LLC,Provider,"THE PETE STORE, LLC",Customer,36 Months,36,,," $1,011.20 ", $-   ,"['Local Access', 'Internet Port']",[],[],"['2800 DEEPWATER TERMINAL RD, STE A, RICHMOND, VA 23234-1800, United States']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19561682454280_Sales Authorization and CPNI Consent Form - THE PETE STORE, LLC.pdf",Sales Authorization and CPNI Consent Form,Consent Form,4/25/2023,4/25/2023,Verizon,Provider,"THE PETE STORE, LLC",Customer,,,,,,,[],[],[],"['5100 Holabird Ave., Baltimore, MD 21224']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561682431665_2023-04-25 Ten4 Add-On Contract.pdf,TEN4 SERVICES AGREEMENT,Addendum,4/25/2023,4/25/2023,Ten4,Provider,Patterson Bray PLLC (Formerly Wiseman Bray),Customer,The Service Term for Ten4 Services is co-terminus with the original Hosted Voice Agreement and SOF.,,month-to-month,, $71.02 , $-   ,['Hosted Voice'],[],"['Business Pro Seat w/phone', 'Yealink T57W w/power supply - Upcharge']","['8001 Centerview Parkway, Suite 103, Memphis, TN 38018', '1700 Union Ave Suite B Baltimore, MD 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561681740987_Bauer_Built-DCi_BA_&_NOC_Contract_012119.pdf,Billing Aggregation & NOC Support,Agreement,2/26/2019,2/26/2019,"Distributed Computing, Inc. (DCi)",Provider,"Bauer Built Tire, Inc.",Customer,This Agreement shall continue month-to-month,,,," $10.00 per month for each site in the DCi Broadband Billing program, and $15.00 per month for each site in the DCI NOC Services program ", $75.00 per ticket opened after hours ,"['Aggregate broadband billing in single invoice', 'Advance payments to carrier', ""Monitoring and trouble ticketing of Customer's broadband network"", 'Reactive trouble ticket creation and resolution with underlying carriers.', 'Configure, ship and schedule the installation of cellular wireless routers for high availability or temporary restoration of service']","['Monthly billing reviews', 'Phone support with dedicated phone number and queuing', 'Email support with dedicated email address and queuing', 'Dispatching a technician (for example for a vendor meet) as necessary', ""Network system inventory at each location (includes at minimum, routers, wireless access points, circuits and IP address information) stored within DCi's Internet accessible portal (if desired)"", 'Support continuous improvement by hosting regular services management meeting to review problematic sites and potential remedies.']",[],"['1227 W US Highway 30, Carroll, IA 51401', '628 58th Avenue Ct SW, Cedar Rapids, IA 52404', '3116 W 73rd Street, Davenport, IA 52806', '3116 W 73rd Street, Davenport, IA 52806', ""2040 Hull Avenue', Des Moines, IA 50317"", '2220 Kerper Blvd, Dubuque, IA 52001', '11228 265th Street, Mason City, IA 50401', '2086 Howard Avenue, Waterloo, IA 50702', '1207 Broadway Street, West Burlington, IA 52655', '850 N Independence Blvd, Romeoville, IL 60446', '5601 Highway 31 E, Clarksville, IN 47129', '5719 Kopetsky Drive A, Indianapolis, IN 46217', '8270 West 35W Service Road, Blaine, MN 55449', '615 State Hwy 56 W, LeRoy, MN 55951', '1400 Energy Drive, Preston, MN 55965', '4525 Morris Lane NE, Rochester, MN 55906', '1353 SE Broadway Avenue, Albert Lea, MN 56007', '425 N Grove Street, Blue Earth, MN 56013', '510 State Highway 56 W, LeRoy, MN 55951', '55181 210th Lane, Mankato, MN 56001', '1511 Old West Main Street, Red Wing, MN 55066', '939 Hersey Street, Saint Paul, MN 55114', '625 Fairview Avenue N, Saint Paul, MN 55104', '3633 Apple Creek Road 100, Bismark, ND 58504', '902 38th Street N, Fargo, ND 58102', '2810 Heartland Drive, Lexington, NE 68850', '2547 W 23rd Drive, Fremont, NE 68025', '3334 W Cougar Drive, Grand Island, NE 68803', '7728 F Street, Omaha, NE 68127', '3014 Mall Drive, Eau Claire, WI 54701', '1501 S 41st Street, Manitowoc, WI 54220', '5239 Harding Avenue, Plover, WI 54467', '525 Progress Avenue J, Waukesha, WI 53186', '5201 NE 15th Street, Des Moines, IA 50313', '5301 Al Haynes Drive, Sioux City, IA 51111', '2302, 3619 N Poplar Street, Wichita, KS 67219', '4841 E 32nd Street, Joplin, MO 64804', '5150 E Front Street, Kansas City, MO 64120', '7800 N 56th Street, Lincoln, NE 68514', '2200 S. Highway 81, Norfolk, NE 68702', '2209 S 24th Street, Omaha, NE 68108', '3813 N National Avenue, Sioux Falls, SD 57104']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561681914820_CSO_3-001413643_Countersigned_20230412181340.pdf,CUSTOMER ORDER FORM Dedicated Internet Access,Order,4/12/2023,4/12/2023,"Cogent Communications, Inc.",Provider,"Chardan Capital Markets, LLC",Customer,36,36,successive month-to-month,1, $775.00 , $-   ,"['Dedicated Internet Access Service', 'IP Addresses Allocation', 'BGP Routing', 'VLAN(s) w/ static routing', 'Link Aggregation (LAG)', 'Expedite Delivery', 'Billing Options', 'Cabling', 'Equipment']",[],[],"['2450 N Street, NW Washington, DC 20037', '17 STATE STREET STE 2130 NEW YORK, NY 10004']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561682961453_Tufton Captital Conference Call Add-On.pdf,TEN4 SERVICES AGREEMENT,Agreement,4/28/2023,4/28/2023,Ten4,Provider,Tufton Capital Management,Customer,The Service Term for Ten4 Services is co-terminus with the original Hosted Voice Agreement and SOF.,,month-to-month,, $19.95 , $-   ,['Meet-me conference calling (audio only)'],[],[],"['303 International Circle Suite 420-430 Hunt Valley, MD 21030', '1700 Union Ave. Suite B. Baltimore, MD 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561683037674_kpeltz_Innovative Business Solutions_TYANNA LADD _comcast_packages_5-2-2023.pdf,COMCAST BUSINESS SERVICE ORDER AGREEMENT,Order,5/2/2023,5/2/2023,"Comcast Cable Communications Management, LLC",Provider,"Removery, LLC (formerly Change Ink)",Customer,Month to Month,,,, $169.90 , $99.95 ,['Business Internet Standard'],[],['Equipment - Modem'],"['460 UNIVERSAL DR N suite 05a NORTH HAVEN, CT 06473', 'PO BOX 730 BROOKLANDVILLE, MD 21022']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561681743673_Broadband Agmt 032817.pdf,Broadband Account Management,Agreement,28-Mar-17,3/28/2017,"Distributed Computing, Inc.",Provider,Encore Rehabilitation Services,Customer,This Agreement shall continue month-to-month,,,, $20.00 per month for each site , $75.00 per ticket opened after hours ,"['Broadband quoting and ordering for remaining sites', 'Aggregate broadband billing in single invoice', 'Advance payments to carrier', 'Monthly billing reviews']",['Project management'],[],"['115 Dutch Lane Rd, Freehold, NJ', '605 E Melvin St, Arma, KS', '1010 Emerald Isle Dr, Dallas, TX', '1 Audrich Square, Bellevue, OH', '3890 Woodridge Dr, The Villages, FL', '398 Pompton Av, Cedar Grove, NJ', '1017 George Washington Hwy N, Chesapeake, VA', '13800 W. 116th Street, Olathe, KS', '13800 W. 116th Street, Olathe, KS', '360 Chestnut Street, Passaic, NJ', '625 E Monroe St, Cuba, IL', '105 E College Dr, Colby, KS', '1104 Ohio St, Oswego, KS', '1221 Larimer St, Pratt, KS', '117 W 1st St, Smith Center, KS', '801 S Fry St, Yates Center, KS', '10270 Blacklick Eastern Road, Pickerington, OH', '3995 Cottingham Drive, Cincinnati, OH', '354 Cool Springs Boulevard, Suite 106, Franklin, TN', '1175 Mosser Road, Trexlertown, PA', '635 Duquesne Boulevard, Suite 3, Brick, NJ', '234 Chestnut Street, Union, NJ', '1140 Black Oak Ridge, Wayne, NJ', '1800 South Dr, Lake Worth, FL', '4025 Tampa Road, Suite 1106, Oldsmar, FL', '915 Delaware Street, Forest City, PA', '604 Blue Bird Blvd, Fort Valley, GA', '24201 3rd St, Grand Rapids, OH', '2301 N Severance St, Hutchinson, KS', '5640 Cox Smith Road, Mason, OH', '1601 N Main St, McPherson, KS', '4 E. Center Hill Road, Dallas, PA', '2255 Monarch Drive, Naperville, IL', '704 E Main St, Mount Hope, KS', '410 Buckner Branch Rd, Bryson City, NC', '500 Western St, Onaga, KS', '2600 Parkview Lane, Bedford, TX', '407 N Locust St, Peabody, KS', '200 Pleasant Street, Concord, NH', '1319 S Seville Ave, Wichita, KS', '22 W. Jimmie Leeds Road, Unit MOD2, Galloway, NJ', '22 W. Jimmie Leeds Road, Unit MOD2, Galloway, NJ', '14655 Preston Rd, Dallas, TX', '780 New Brunswick Rd, Somerset, NJ', '239 Crooked River Rd, Carrabelle, FL', '1550 Killingsworth Way, The Villages, FL', '350 N. 11th Street, Sunbury, PA', '23600 Via Esplendor, Cupertino, CA', '196 W Main St, Norwalk, OH', '5515 Glen Lakes Dr, Dallas, TX', '1600 W 8th St, Wellington, KS', '1120 E Davis Dr, Terre Haute, IN']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561682628041_2844482.pdf,U.S. Services Agreement,Master Service Order Form,4/27/2023,4/27/2023,Verizon Business Network Services LLC,Provider,"THE PETE STORE, LLC",Customer,36 Months,36,36 Months,36," $1,011.20 ", $-   ,"['Access', 'Internet Dedicated']",[],[],"['250 N CONGRESS AVE, DELRAY BEACH, FL 33445-3415, United States', '2800 DEEPWATER TERMINAL RD, STE A, RICHMOND, VA 23234-1800, United States', 'One Verizon Way\nBasking Ridge, NJ 07920 USA', '5100 HOLABIRD AVE\nBALTIMORE, MD 21224\nUSA', '10000 Park Meadows Drive\nLone Tree, CO 80124']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561683146460_Dennis Shipping CPNI.pdf,Sales Authorization and CPNI Consent Form,Consent Form,5/3/2023,5/3/2023,Verizon,Provider,Dennis Shipping,Customer,,,,,,,"['telecommunications', 'interconnected VoIP services']",[],[],"['4354 White Plains Road, Bronx, NY 10466']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561683058232_Add on contract 4-28-23.pdf,TEN4 SERVICES AGREEMENT,Agreement,4/28/2023,4/28/2023,Ten4,Provider,Financial Council,Customer,The Service Term for Ten4 Services is co-terminus with the original Hosted Voice Agreement and SOF.,,this SOF shall renew automatically on a month-to-month basis,1, $79.12 , $99.95 ,['Hosted Voice'],['Configuration Charge'],"['Business Pro Seat w/phone', 'Yealink T57W w/power supply - Upcharge', 'Netgear 16 Port POE Switch']","['100 West Road, suite 504, Towson, MD 21204', '1700 Union Ave Suite B Baltimore, MD 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561683569785_Change Ink - Int300 1 year_Telarus (Service Order Form).pdf,SHAW BUSINESS SMART PRODUCT SERVICES AGREEMENT,Order,8-May-23,5/8/2023,"Shaw Cablesystems G.P., dba Shaw Business",Provider,REMOVERY THE WORLD'S TATTOO REMOVAL EXPERTS & Design,Customer,12 Months,12,,, $125.00 , $-   ,['Business Internet 300/125'],[],[],"['40-16081 24 Avenue, Surrey, BC, V3S 9H7']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561683570097_mvillalobos_Innovative Business Solutions_Tyanna Ladd_comcast_packages_5-8-2023 (1).pdf,COMCAST BUSINESS SERVICE ORDER AGREEMENT,Order,5/8/2023,5/8/2023,"Comcast Cable Communications Management, LLC",Provider,"Removery, LLC (formerly Change Ink)",Customer,12 Month,12,,, $169.90 , $199.95 ,['Business Internet Standard'],[],['Modem'],"['1624 S BROADWAY DENVER, CO 80210', 'PO BOX 730 Brooklandville, MD 21022']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561683641618_EDUCATION AFFILIATES INC Houston 100Mb ACC_ADI_Single_Site_Ethernet_AOW (4).pdf,ACC PS160,Pricing Schedule,5/9/2023,5/9/2023,ACC Business,Provider,Education Affiliates Inc,Customer,3 Years,36,,, $637.00 ," $1,500.00 ",['AT&T Dedicated Internet Service'],[],['CPE'],"['1155 DAIRY ASHFORD RD Ste 310 HOUSTON, TX 77079']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561683646909_Quote for PCS Zoom Phone 3_28 _preview (1).pdf,Zoom Order Form,Order,3/28/2023,3/28/2023,Zoom Video Communications Inc.,Provider,Porter-Gaud School,Customer,60 Month,60,,,,,"['Zoom Phone Common Area Annual', 'Zoom Phone US/Canada Phone Numbers Annual', 'Zoom Phone US/Canada Unlimited Calling Named User Annual', 'Zoom Phone Monthly Usage - overage fee', 'Zoom Phone Pay As You Go', 'Zoom Phone Power Pack Annual', 'Zoom Phone US/Canada Metered Calling Named User Annual']",[],[],"['55 Almaden Blvd, 6th Floor San Jose, CA', '300 Albemarle Road Charleston, South Carolina 29407, United States', '300 Albemarle Road Charleston, South Carolina 29407, United States']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561683573738_wdelcid_Innovative Business Solutions_Beth Speer_comcast_packages_5-8-2023.pdf,COMCAST BUSINESS SERVICE ORDER AGREEMENT,Order,5/8/2023,5/8/2023,"Comcast Cable Communications Management, LLC",Provider,The Facilities Group,Customer,12 Month,12,,, $119.90 , $129.95 ,['Business Internet Essential (download speed up to 50 Mbps)'],[],['Modem'],"['510 PLAZA DR STE 1510 ATLANTA, GA 30349', 'PO BOX 730 Brooklandville, MD 21022']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561683224239_Black Rock Coffee Hwy34 Ten4 Primary Wireless.pdf,TEN4 SERVICES AGREEMENT,Service Agreement,5/4/2023,5/4/2023,"Distributes computing, Inc. dba Ten4",Provider,"Black Rock Store Operations, LLC",Customer,twelve (12) months from date of install for each service,12,month-to-month basis,1, $749.95 , $350.00 ,"['blazing fast internet', 'crystal-clear phone conversations', 'Wireless Broadband']","['billing aggregation and support services', 'project management']","['rock-solid hardware', 'Modem']","['9170 E. Bahia Dr., Suite 101, Scottsdale AZ 85260', '33140 Hwy 34, Albany, OR 97321', '1700 Union Ave • Suite B Baltimore, MD 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561683658287_CAPITAL FOREST PRODUCTS SSR-142009.pdf,COMCAST BUSINESS SERVICE ORDER,Order,5/9/2023,5/9/2023,"Comcast Cable Communications Management, LLC",Provider,CAPITAL FOREST PRODUCTS,Customer,24 Months,24,,, $139.89 , $-   ,"['Business Internet Standard (download speeds up to 100 Mbps)', 'SecurityEdge', 'Static IP -5']",[],[],"['19 MEADOW LN OFC HBB PARADISE, PA 17562', '222 SEVERN AVE BLDG 14SU ANNAPOLIS, MD 21403']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561683743687_Day Financial Group Add-On.pdf,TEN4 SERVICES AGREEMENT,Agreement,5/10/2023,5/10/2023,Ten4,Provider,Day Financial Group,Customer,The Service Term for Ten4 Services is co-terminus with the original Hosted Voice Agreement and SOF.,,"Following the Initial Service Term, this SOF shall renew automatically on a month-to-month basis upon the same terms and conditions, and either party may terminate at any time with sixty (60) days' written notice.",60, $29.57 , $-   ,['Hosted Voice'],[],"['Business Complete Seat w/phone', 'Yealink T54W w/power supply']","['7230 Lee Deforest Drive, columbia, MD 21046', '1700 Union Ave • Suite B Baltimore, MD 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561683835591_kgonzalez_Innovative Business Solutions_Beth Speer_comcast_packages_5-10-2023.pdf,COMCAST BUSINESS SERVICE ORDER AGREEMENT,Order,5/11/2023,5/11/2023,"Comcast Cable Communications Management, LLC",Provider,The Medical Team,Customer,12 Month,12,,, $119.90 , $129.95 ,['Business Internet Essential'],[],"['Equipment Fees [Modem, Install Fee ]', 'Equipment - Modem']","['35700 HUNTER AVE WESTLAND, MI 48185', 'PO BOX 730 Brooklandville, MD 21022']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561683828661_Modern Animal_ACC_ADI_Single_Site_Ethernet_AOW (3.9.23 version)_Contract.pdf,AT&T DEDICATED INTERNET SERVICE PRICING SCHEDULE,Pricing Schedule,5/11/2023,5/11/2023,AT&T Corp. d/b/a ACC Business,Provider,Modern Animal,Customer,3 Years,36,,, $716.00 ," $1,500.00 ","['Ethernet Port 100 Mbps', 'Local Access Ethernet 100 Mbps']",[],"['Customer CPE, Tele-Install $1,500 (waived)']","['1360 Mt. Diablo Blvd Walnut Creek, CA 94596', '1144 W 2nd Street Mount Vernon, NY 10550']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561683919479_kpeltz_Innovative Business Solutions_TYANNA LADD _comcast_packages_5-12-2023.pdf,Comcast Business Service Order Agreement,Order,5/12/2023,5/12/2023,"Comcast Cable Communications Management, LLC",Provider,"Removery, LLC (formerly Change Ink)",Customer,12 Month,12,,, $169.90 , $199.95 ,['Business Internet Standard'],[],['Equipment - Modem'],"['1151 W ROBINHOOD DR STE B14 STOCKTON, CA 95207', 'PO BOX 730 BROOKLANDVILLE, MD 21022']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561683897854_671220-EDUCATION AFFILIATES INC PS160.pdf,ACC PS160,Pricing Schedule,5/11/2023,5/11/2023,ACC BUSINESS,Provider,EDUCATION AFFILIATES INC,Customer,3 Years,36,,, $637.00 , $-   ,"['AT&T Dedicated Internet', 'Ethernet Port 100 Mbps', 'Local Access Ethernet 100 Mbps']",[],['Included CPE'],"['1155 DAIRY ASHFORD RD Ste 310 HOUSTON, TX 77079', '1 PO BOX 730 Brooklandville, MD 21022']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561684772224_Porter-Gaud - Ten4 Pro Services Proposal - SIGNED.pdf,TEN4 SERVICES AGREEMENT,Agreement,22-May-23,5/22/2023,"Distributed Computing, Inc. dba Ten4",Provider,Porter-Gaud School,Customer,"month to month from date of install for each service, unless otherwise stated in writing",,month-to-month basis,, $-   ," $10,360.00 ","['Create users and ring groups, and reproduce call flows from the existing PBX', 'Provide remote installation support for phones, paging, doors, and analog equipment']",['Review configuration with the customer and administer customer acceptance'],[],"['300 Albemarle Rd Charleston SC 29407', '300 Albemarle Rd., Charleston, SC 29407', '1700 Union Ave • Suite B Baltimore, MD 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19561683905383_kpeltz_Innovative Business Solutions_BETH SPEER_comcast_packages_5-12-2023.pdf,COMCAST BUSINESS SERVICE ORDER AGREEMENT,Order,5/12/2023,5/12/2023,"Comcast Cable Communications Management, LLC",Provider,Modern Animal,Customer,Month to Month,,,, $419.90 , $199.95 ,"['Business Internet', 'Business Internet Gigabit Extra']",[],['Equipment - Modem'],"['1360 MT DIABLO BLVD WALNUT CREEK, CA 94596', '144 w 2nd street Mount Vernon, NY 10550']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19561684510562_671293- MODERN ANIMAL INC 160, LOA.pdf",AT&T DEDICATED INTERNET SERVICE PRICING SCHEDULE,Pricing Schedule,5/12/2023,5/12/2023,AT&T Corp. d/b/a ACC Business,Provider,Modern Animal,Customer,3 Years,36,,, $716.00 , $-   ,"['Ethernet Port 100 Mbps', 'Ethernet 100 Mbps', '100 Base TX Ethernet Interface Electrical']",[],[],"['1360 Mt. Diablo Blvd Walnut Creek, CA 94596', '144 W 2nd Street Mount Vernon, NY 10550', '45 W Sego Lily Dr, Suite 220 | Sandy, UT 84070', '1700 Union Ave, Suite B, Baltimore, MD 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
